'মাগো ধন্য হল জীবন আমার তোমায় ভালবেসে';'মাগো ধন্য হল জীবন আমার তোমায় ভালবেসে
 আমি প্রাণ পেয়েছি মান পেয়েছি তোমার কোলে এসে।।

তোমার আশিস পেলে জানি সবকিছু যে মেলে
 তোমার হাসি তোমার খুশি ধানের বুকে মেশে।।

তুমি আমার ধাত্রী মাগো তুমি আমার দেশ
 খেত-খামারে মাগো তোমার সোনার বরন বেশ।

সোনা তোমার মাটি সে যে সোনার চেয়েও খাঁটি
 সকল আঁধার যায়গো ঘুচে কালো রাতের শেষে।।';'রুনা লায়লা';'লাকি আকন্দ';'0'
'সবুজের বুকে লাল সূর্যটা ঝলমল';'সবুজের বুকে লাল সূর্যটা ঝলমল
 উচ্ছল প্রাণের বন্যা
 আমাদের সোনার দেশ রূপালী নদীর দেশ
 সকল সোহাগী রাজকন্যা।।

প্রকৃতির লীলায়িত ছন্দে
 বিমোহর রূপে রাখে বন্ধে।

মনি মুক্তার দেশ সোনালী ধানের দেশ।
 পৃথিবীর ইতিহাসে ধন্যা।।

দুর্জয় মনোভাব কর্মে
 সত্য ন্যায়ের মহা ধর্মে।

গরবী মনের দেশ সূর্য প্রাণের দেশ।
 পৃথিবীর রূপে সে অনন্যা।।';'সাবিনা ইয়াসমিন';'দেশাত্মবোধক গান';'0'
'আমাকে একটি দোয়েল বলেছে';'আমাকে একটি দোয়েল বলেছে';'রুনা লায়লা';'খন্দকার নূরুল আলম';'0'
'যে দেশেতে শাপলা শালুক ঝিলের জলে ভাসে';'যে দেশেতে শাপলা শালুক ঝিলের জলে ভাসে
 যে দেশেতে কলমি কমল কনক হয়ে হাসে
 সে আমাদের জন্মভুমি মাতৃভুমি বাংলাদেশ, বাংলাদেশ, বাংলাদেশ।।

যে দেশেতে পাজরা পানশি উজান ভাটি চলে
 যে দেশেতে মাঝি মাল্লা নতুন কথা বলে।
 সে আমাদের জন্মভুমি মাতৃভুমি বাংলাদেশ, বাংলাদেশ, বাংলাদেশ।।

যে দেশেতে নদ-নদীরা এক সাগরে মিশে
 আমরা সবাই নিত্য খুশি সে দেশ ভালবেসে।

যে দেশেতে সাখের কলসি নদীর ঘাটে আসে
 যে দেশেতে খুশির জোয়ার সকল বারো মাসে।
 সে আমাদের জন্মভুমি মাতৃভুমি বাংলাদেশ, বাংলাদেশ, বাংলাদেশ।।';'জীনাত রেহানা ও শহীদ হাসান';'আবিদ হোসেন খান';'0'
'পদ্ম পাতার পানি নয়';'পদ্ম পাতার পানি নয়
 দিন যাপনের গ্লানি নয়
 জীবনটাকে বুঝতে হলে
 জীবন ভালবাসতে হয়। ﻿

শ্রমিক যেমন সবল হাতে
 গড়ছে এ দেশ দিনে রাতে
 ভিজে পুড়ে যেমন চাষী
 মাঠের বুকে ফোঁটায় হাসি।

তেমনি হাজার কাজে মিশে
 সুখের হাসি হাসতে হয়।।

দেশের মাটি খাঁটি জেনে
 দেশের মানুষ আপন মেনে
 বন্ধ মনের দোয়ার খুলে
 সকল বাধা বিভেদ ভুলে।

মিলন মেলা সবাই মিলে
 সবার কাছে আসতে হয়।।';'এন্ড্রু কিশোর';'দেশাত্মবোধক গান';'0'
'বাহির দুয়ার মোর বন্ধ হে প্রিয়,';'বাহির দুয়ার মোর বন্ধ হে প্রিয়,
 মনের দুয়ার আজি খোলা,
 সেই পথে এসো হে মোর চিতচোর,
 হে দেবতা পথ ভোলা।।

সেথা নাহি কুল-লাজ, কলংক ভয়,
 নাহি গুরুজন গঞ্জনা নিরদয় ।।
 তাই গোপন মানস তমাল কুঞ্জে
 বাঁধিয়াছি ঝুলন দোলা।।

মোর অন্তরে বহে সদা অন্তঃসলিলা অশ্রু নদী,
 সেই যমুনার তীরে কর তুমি লীলা নিরবধি ।।
 সে মিলন মন্দিরে জাগাবেনা কেহ,
 তব দেহে বিলীন হবে মোর দেহ,
 অনন্ত বাসর শয্যা রচিয়া অনন্ত মিলনে রহিবো উতলা।।

বাহির দুয়ার মোর বন্ধ হে প্রিয়,
 মনের দুয়ার আজি খোলা,
 সেই পথে এসো হে মোর চিতচোর,
 হে দেবতা পথ ভোলা।।';'নিলুফার ইয়াসমিন';'কাজী নকরুল ইসলাম';'0'
'ও আমার সোনার স্বদেশ ভুমি';'ও আমার সোনার স্বদেশ ভুমি।
 আছ স্বপনে আর চেতনে।
 আজ মুগ্ধ আমার মন তাই অন্ধ দু’নয়ন।।

পাহাড়ের নীল চূড়াতে রঙ ছড়াতে
 উদাস মেঘের দল
 রোদের আলোয় সোনার আভা ছড়ায় অবিরল

(যদি) সে রঙ মাখি নিজের মনে। জাগে শিহরণ।।

সাগরের ঢেউ ছুটে যায় দমকা হাওয়ায় উঠে মাতাল ঝড়
 ভাঙ্গা বুকে গড়ে আবার নতুন করে ঘর।

(এমন) উতল ঝড়ে ভেঙ্গেও তবু। আশায় জাগে মন।।';'ফাহমিদা নবী';'আশরাফ হোসেন';'0'
'সবুজের বুকে লাল, সে তো উড়বেই চিরকাল';'উৎপেতে থাকা শেয়াল শকুন
 উৎপেতে থাকা হায়না
 ধবংসের খেলা খেলে চলে যায় যারা
 মানুষের ভালো চায়না
 তাদের জন্য সদা জাগ্রত সতর্ক চোখ রাখা
 স্বাধীন দেশেই উড়বে যেনো স্বাধীন পতাকা ।।
 সবুজের বুকে লাল, সে তো উড়বেই চিরকাল ।।

দোয়েলের গান ফসলের ঘ্রান রূপালী জোছনা রাত
 এলোমেলো করে দিতে চায় যদি আশুভ কালো হাত ।।
 বায়ান্ন আর একাত্তরের চেতনায় আছি মাখা
 স্বাধীন দেশেই উড়বে যেনো স্বাধীন পতাকা ।।
 সবুজের বুকে লাল, সে তো উড়বেই চিরকাল ।।

হাতে হাত ধরে একসাথে লড়ে রুখবোই সন্ত্রাস
 এদেশের বুকে সুন্দর আর সত্যের হবে বাস ।।
 এ শপথ নিয়ে তাই আমাদের প্রস্তুত হয়ে থাকা
 স্বাধীন দেশেই উড়বে যেনো স্বাধীন পতাকা ।।
 সবুজের বুকে লাল, সে তো উড়বেই চিরকাল ।।

উৎপেতে থাকা শেয়াল শকুন
 উৎপেতে থাকা হায়না
 ধবংসের খেলা খেলে চলে যায় যারা
 মানুষের ভালো চায়না
 তাদের জন্য সদা জাগ্রত সতর্ক চোখ রাখা
 স্বাধীন দেশেই উড়বে যেনো স্বাধীন পতাকা ।।
 সবুজের বুকে লাল, সে তো উড়বেই চিরকাল ।।';'আসিফ আকবর ও সহ শিল্পী বৃন্দ';'লাল সবুজ';'0'
'আমার বাংলাদেশ শান্তির বাংলাদেশ';'দরিদ্র বঞ্চনা,সন্ত্রাস যন্ত্রণা,গুছিয়ে এনে দিলে-উন্নয়নের ঠিকানা
 জিয়া,জিয়া,খালেদা জিয়া,তোমার নেই তুলনা
 আমার বাংলাদেশ শান্তির বাংলাদেশ
 আমার বাংলাদেশ স্বপ্নের বাংলাদেশ। 

ওরা চাই মৃত্যু মানুষের লাশ
 হরতাল মিছিলে দেশের সর্বনাস ।।
 তুমি দিলে নিরাপদ জীবন জনগনের
 শুধু তুমি দিলে মর্যাদা গনতন্ত্রের
 জিয়া,জিয়া,খালেদা জিয়া,তোমার নেই তুলনা
 আমার বাংলাদেশ শান্তির বাংলাদেশ
 আমার বাংলাদেশ স্বপ্নের বাংলাদেশ।।

যারা করে ক্ষুন্ন স্বাধীনতার মান
 করে বিদেশে-দেশের বদনাম।।
 তারা কেন পাবে বল ঠাই এই মাঠিতে-
 যারা তুলে দিতে চাই দেশকে অন্য হাতে ,
 জিয়া,জিয়া,খালেদা জিয়া,তোমার নেই তুলনা
 আমার বাংলাদেশ শান্তির বাংলাদেশ
 আমার বাংলাদেশ স্বপ্নের বাংলাদেশ।

দরিদ্র বঞ্চনা,সন্ত্রাস যন্ত্রণা,গুছিয়ে এনে দিলে-উন্নয়নের ঠিকানা
 জিয়া,জিয়া,খালেদা জিয়া,তোমার নেই তুলনা,,
 আমার বাংলাদেশ শান্তির বাংলাদেশ
 আমার বাংলাদেশ স্বপ্নের বাংলাদেশ।';'আসিফ আকবর';'রাজেশ';'0'
'পলাশ ঢাকা কোকিল ডাকা';'পলাশ ঢাকা কোকিল ডাকা
 আমার এ দেশ ভাই রে
 ধানের মাঠে ঢেউ খেলানো
 এমন কোথাও নাই রে।।

ছল ছল ছলিয়ে নিরবোধী
 রূপালী হার বইছে নদী।

দখিন হাওয়ায় দোল জাগানো।
 পরশ বুকে পাই রে।।

ঝর ঝর ঝরিয়ে বাশের পাতা
 চোখে স্বপন আনে
 অনেক কথার রূপকথা যে
 নীরব মায়ায় টানে

গুন গুন গুনিয়ে বাতাস এসে
 কলমি ফুলের গন্ধে মেশে

ফসল ভরা মাঠের ডাকে।
 মন হারিয়ে যায় রে।।';'খায়রুল আনাম শাকিল';'ফাহমিদা নবী';'0'
